number_edges	density	min_degree	degree_ratio	clustering_coeff	graph_typ	WP_time	best_algorithm
254	0.08037974683544304	0	5.669282410578882	0.551644121809563	b'jean'	8.392333984375e-05	WP
307350	0.7597330367074527	683	0.9999999853587118	0.7641249790685393	b'latin_square_10'	0.03698420524597168	GreedyDSatur
8168	0.08085127443702055	2	2.72710502742577	0.32590751646749233	b'le450_15a'	0.0014522075653076172	GreedyDSatur
8169	0.08086117297698589	1	2.589055474920453	0.3200047570444315	b'le450_15b'	0.0015401840209960938	GreedyDSatur
16680	0.16510764662212324	18	1.874999747077372	0.2787863354843173	b'le450_15c'	0.0025587081909179688	GreedyDSatur
16750	0.1658005444196981	18	1.8537310942749277	0.27956947307640406	b'le450_15d'	0.002495288848876953	GreedyDSatur
3936	0.022124043033961757	5	11.299915210811253	0.0	b'2-Insertions_5'	0.0007510185241699219	WP
8260	0.08176194011383321	2	3.4866818589546993	0.4134680745689208	b'le450_25a'	0.0014553070068359375	GreedyLF
8263	0.08179163573372927	2	3.0225091612434207	0.43178420066745277	b'le450_25b'	0.0014603137969970703	GreedyLF
17343	0.17167037861915369	7	2.322262283048484	0.36447737947374204	b'le450_25c'	0.002695322036743164	GreedyLF
17425	0.1724820588963128	11	2.02725942259204	0.36119350167097497	b'le450_25d'	0.002681255340576172	GreedyDSatur
5714	0.056560257362039096	13	1.6538320404056543	0.13359958200540228	b'le450_5a'	0.0010569095611572266	GreedyDSatur
5734	0.0567582281613462	12	1.648063531889964	0.13316027831343202	b'le450_5b'	0.0011556148529052734	GreedyDSatur
9803	0.09703538728037614	27	1.5148420474962148	0.12963720389237693	b'le450_5c'	0.0015187263488769531	GreedyDSatur
9757	0.0965800544419698	29	1.568104588681426	0.12862951983596915	b'le450_5d'	0.0015454292297363281	GreedyDSatur
3216	0.3956692913385827	13	1.7114424454840904	0.7836439756083968	b'miles1000'	0.0005054473876953125	GreedyDSatur
5198	0.6395177165354331	28	1.305117192136398	0.8678003473668445	b'miles1500'	0.0007436275482177734	GreedyLF
346	0.10949367088607595	4	2.196529252567338	0.05174215039346618	b'3-FullIns_3'	8.559226989746094e-05	WP
387	0.04761318897637795	0	2.6459904562431733	0.5976100722194472	b'miles250'	0.00012731552124023438	WP
1170	0.14394685039370078	3	2.078631341603369	0.7154208755937318	b'miles500'	0.00023365020751953125	WP
2113	0.2599655511811024	6	1.9384755131924616	0.7452678229325429	b'miles750'	0.0003631114959716797	GreedyDSatur
166	0.033535353535353536	3	1.2048156481456382	0.37166666666666665	b'mug100_1'	8.368492126464844e-05	WP
166	0.033535353535353536	3	1.2048156481456382	0.37	b'mug100_25'	7.939338684082031e-05	WP
146	0.03814002089864159	3	1.2054758191139696	0.34848484848484845	b'mug88_1'	7.05718994140625e-05	WP
146	0.03814002089864159	3	1.2054758191139696	0.3674242424242424	b'mug88_25'	6.937980651855469e-05	WP
3925	0.20330467212265618	0	3.036559747513031	0.5872193782440316	b'mulsol.i.1'	0.000614166259765625	GreedyLF
3885	0.22101490499487997	0	3.7745164612495556	0.6859923662042707	b'mulsol.i.2'	0.0006062984466552734	GreedyLF
3916	0.2325968163459254	0	3.6884567432634814	0.7054263973423154	b'mulsol.i.3'	0.0006318092346191406	GreedyLF
3524	0.043075418652976406	6	4.826898474895173	0.01485035016985626	b'3-FullIns_4'	0.0006113052368164062	WP
3946	0.2318448883666275	0	3.7037497653399556	0.7060418947410632	b'mulsol.i.4'	0.0006237030029296875	WP
3973	0.23092124382446963	0	3.721871769106281	0.7063619833250072	b'mulsol.i.5'	0.0006563663482666016	GreedyLF
20	0.36363636363636365	3	1.3749962187603983	0.0	b'myciel3'	1.5497207641601562e-05	WP
71	0.28063241106719367	4	1.7816872550136011	0.0	b'myciel4'	2.6226043701171875e-05	WP
236	0.2183163737280296	5	2.2902519567406365	0.0	b'myciel5'	5.888938903808594e-05	WP
236	0.2183163737280296	5	2.2902519567406365	0.0	b'myciel5g'	5.841255187988281e-05	WP
236	0.2183163737280296	5	2.2902519567406365	0.0	b'myciel5gb'	5.91278076171875e-05	WP
755	0.1690929451287794	6	2.9569517820502034	0.0	b'myciel6'	0.00014781951904296875	WP
755	0.1690929451287794	6	2.9569517820502034	0.0	b'myciel6g'	0.00014066696166992188	WP
755	0.1690929451287794	6	2.9569517820502034	0.0	b'myciel6gb'	0.00014209747314453125	WP
33751	0.016388475479925318	8	12.29992815489109	0.004678395465980914	b'3-FullIns_5'	0.0054509639739990234	WP
2360	0.13006337834114082	7	3.844278105387462	0.0	b'myciel7'	0.0003674030303955078	WP
2360	0.13006337834114082	7	3.844278105387462	0.0	b'myciel7g'	0.00039649009704589844	WP
2360	0.13006337834114082	7	3.844278105387462	0.0	b'myciel7gb'	0.0003783702850341797	WP
38	0.31666666666666665	4	1.2631552354626623	0.4166666666666667	b'p06'	1.9788742065429688e-05	GreedyDSatur
92	0.3333333333333333	7	1.0434768998127393	0.42857142857142855	b'p07'	2.9802322387695312e-05	GreedyDSatur
92	0.3333333333333333	7	1.0434768998127393	0.42857142857142855	b'p08'	2.956390380859375e-05	GreedyDSatur
100	0.3333333333333333	8	0.9999987500015626	0.42857142857142855	b'p09'	3.147125244140625e-05	GreedyDSatur
32	0.26666666666666666	4	0.9999975000062501	0.5	b'p10'	1.8835067749023438e-05	WP
48	0.3137254901960784	5	1.4999971875052736	0.580952380952381	b'p11'	2.1696090698242188e-05	WP
90	0.27692307692307694	6	1.1555538864221642	0.4351648351648351	b'p12'	3.457069396972656e-05	GreedyDSatur
110	0.07142857142857142	3	2.799992872745415	0.0	b'3-Insertions_3'	4.506111145019531e-05	WP
160	0.28520499108734404	8	1.0624988710949494	0.44351073762838467	b'p13'	4.4345855712890625e-05	GreedyDSatur
110	0.23655913978494625	5	1.2681800312008653	0.42864823348694314	b'p14'	3.7670135498046875e-05	GreedyDSatur
136	0.24242424242424243	7	1.2499984375019533	0.44584500466853405	b'p15'	4.1961669921875e-05	GreedyDSatur
134	0.23885918003565063	6	1.1417895962370794	0.434500466853408	b'p16'	4.76837158203125e-05	GreedyDSatur
161	0.24174174174174173	8	1.2639737028873599	0.4394134394134394	b'p17'	4.696846008300781e-05	GreedyDSatur
143	0.24033613445378152	6	1.2237747261498109	0.4367120181405896	b'p18'	4.2438507080078125e-05	GreedyDSatur
156	0.24761904761904763	8	1.384613786984092	0.551948051948052	b'p19'	4.506111145019531e-05	WP
142	0.2132132132132132	4	1.1725336836709053	0.4389317889317889	b'p20'	4.291534423828125e-05	GreedyDSatur
155	0.22048364153627312	5	1.4709659388159462	0.46172058935216825	b'p21'	4.7206878662109375e-05	GreedyDSatur
154	0.21906116642958748	5	1.2337647115889923	0.46063074352548034	b'p22'	4.673004150390625e-05	GreedyDSatur
1046	0.026588713777325877	4	7.5219784241112	0.0	b'3-Insertions_4'	0.0002548694610595703	WP
204	0.2156448202959831	7	1.2941162514432583	0.44926702085792997	b'p23'	5.6743621826171875e-05	GreedyDSatur
104	0.18538324420677363	3	1.4711514413870672	0.4372082166199813	b'p24'	3.814697265625e-05	WP
120	0.19047619047619047	3	1.499997750003375	0.45279982363315696	b'p25'	4.38690185546875e-05	WP
131	0.1966966966966967	3	1.4122117461131831	0.46359931359931356	b'p26'	4.291534423828125e-05	WP
174	0.1839323467230444	7	1.1379295957212008	0.43380230880230874	b'p27'	5.1021575927734375e-05	GreedyDSatur
164	0.1733615221987315	3	1.3414616151124676	0.4506493506493507	b'p28'	5.054473876953125e-05	WP
254	0.18432510885341075	6	1.5649589971884479	0.4777270947082268	b'p29'	6.747245788574219e-05	WP
317	0.1790960451977401	9	1.3249198817792918	0.47478891478891483	b'p30'	7.843971252441406e-05	GreedyDSatur
179	0.16558741905642924	3	1.706701669972668	0.4679821360672424	b'p31'	5.555152893066406e-05	WP
221	0.17333333333333334	4	1.6153827514814407	0.4861779832368067	b'p32'	6.29425048828125e-05	WP
9695	0.009815584455030044	5	20.37574592661229	0.0	b'3-Insertions_5'	0.0019512176513671875	WP
258	0.16753246753246753	6	1.3023241680202828	0.45755772005772005	b'p33'	6.985664367675781e-05	GreedyDSatur
421	0.15586819696408738	6	1.581946353158787	0.4788264795617737	b'p34'	9.942054748535156e-05	WP
566	0.1548563611491108	5	1.2915184534400441	0.47465036103886993	b'p35'	0.00012135505676269531	WP
798	0.15801980198019802	8	1.265663359448626	0.48510016330112576	b'p36'	0.0001583099365234375	GreedyDSatur
537	0.14354450681635927	7	1.3770938565440827	0.4801990905946282	b'p38'	0.00013303756713867188	WP
497	0.1359781121751026	5	1.470823677154565	0.4846394352721302	b'p40'	0.00011348724365234375	WP
900	0.13493253373313344	9	1.4177768640993542	0.48235275024134855	b'p41'	0.00018286705017089844	WP
1186	0.12546281603723686	12	1.3962892382465646	0.48381430110011403	b'p42'	0.0002281665802001953	WP
990000	0.019801980198019802	198	0.9999999494949521	0.49746192893401014	b'qg.order100'	0.2246408462524414	GreedyLF
26100	0.06451612903225806	58	0.9999998275862366	0.4912280701754386	b'qg.order30'	0.0039043426513671875	GreedyLF
541	0.0839931687626145	4	2.4232876501405536	0.04468507592077386	b'4-FullIns_3'	0.0001220703125	WP
62400	0.04878048780487805	78	0.9999998717948881	0.4935064935064935	b'qg.order40'	0.010448694229125977	GreedyLF
212400	0.03278688524590164	118	0.9999999152542445	0.49572649572649574	b'qg.order60'	0.04519772529602051	GreedyLF
1470	0.296969696969697	27	1.190475785552454	0.3762717617225894	b'queen10_10'	0.00025773048400878906	GreedyRMulti
1470	0.296969696969697	27	1.190475785552454	0.3762717617225894	b'queen10_10g'	0.00023508071899414062	GreedyRMulti
1470	0.296969696969697	27	1.190475785552454	0.3762717617225894	b'queen10_10gb'	0.0002315044403076172	GreedyDSatur
1980	0.2727272727272727	30	1.222221848765546	0.3663273462222176	b'queen11_11'	0.0003082752227783203	GreedyDSatur
1980	0.2727272727272727	30	1.222221848765546	0.3663273462222176	b'queen11_11g'	0.0002968311309814453	GreedyDSatur
1980	0.2727272727272727	30	1.222221848765546	0.3663273462222176	b'queen11_11gb'	0.0003006458282470703	GreedyDSatur
2596	0.25213675213675213	33	1.1926036753949742	0.3575886248173845	b'queen12_12'	0.00038743019104003906	GreedyDSatur
2596	0.25213675213675213	33	1.1926036753949742	0.3575886248173845	b'queen12_12g'	0.0003757476806640625	GreedyDSatur
593	0.1386161757830762	6	2.509272905882123	0.03905599822976483	b'1-FullIns_4'	0.00011920928955078125	WP
6650	0.027975852422119855	6	6.1736810076391775	0.011068311442001993	b'4-FullIns_4'	0.001119852066040039	WP
2596	0.25213675213675213	33	1.1926036753949742	0.3575886248173845	b'queen12_12gb'	0.00039386749267578125	GreedyDSatur
3328	0.23443223443223443	36	1.2187496905518362	0.35069445188600223	b'queen13_13'	0.0005657672882080078	GreedyDSatur
4186	0.21904761904761905	39	1.1939796535833587	0.3445116730054828	b'queen14_14'	0.0005881786346435547	GreedyDSatur
5180	0.20555555555555555	42	1.2162159520766513	0.33945347300396495	b'queen15_15'	0.0007359981536865234	GreedyDSatur
6320	0.19362745098039216	45	1.1949364668483105	0.3348485781699463	b'queen16_16'	0.0008625984191894531	GreedyDSatur
160	0.5333333333333333	12	1.249999023438263	0.5030915750915751	b'queen5_5'	3.9577484130859375e-05	GreedyDSatur
290	0.4603174603174603	15	1.1793096128423093	0.455720455823655	b'queen6_6'	5.91278076171875e-05	GreedyRMulti
476	0.40476190476190477	18	1.2352934818342374	0.4278182506422086	b'queen7_7'	9.822845458984375e-05	GreedyRMulti
1368	0.3	25	1.1228066235766234	0.38717213906405595	b'queen8_12'	0.0002167224884033203	GreedyDSatur
728	0.3611111111111111	21	1.1868126651372901	0.40515153928197406	b'queen8_8'	0.00012683868408203125	GreedyRMulti
77305	0.008996710535886465	8	18.63701718717591	0.00315712862354325	b'4-FullIns_5'	0.012005090713500977	GreedyLF
728	0.3611111111111111	21	1.1868126651372901	0.40515153928197406	b'queen8_8g'	0.00012826919555664062	GreedyRMulti
728	0.3611111111111111	21	1.1868126651372901	0.40515153928197406	b'queen8_8gb'	0.00013327598571777344	GreedyRMulti
1056	0.32592592592592595	24	1.2272722565859244	0.3895710905486305	b'queen9_9'	0.00018095970153808594	GreedyRMulti
1056	0.32592592592592595	24	1.2272722565859244	0.3895710905486305	b'queen9_9g'	0.000171661376953125	GreedyRMulti
1056	0.32592592592592595	24	1.2272722565859244	0.3895710905486305	b'queen9_9gb'	0.0001709461212158203	GreedyRMulti
122500	0.0392156862745098	98	0.9999998979591941	0.49484536082474234	b'QWH-50-30-1'	0.025682926177978516	GreedyLF
122500	0.0392156862745098	98	0.9999998979591941	0.49484536082474234	b'QWH-50-40-1'	0.02527451515197754	GreedyLF
122500	0.0392156862745098	98	0.9999998979591941	0.49484536082474234	b'QWH-50-50-1'	0.02723979949951172	GreedyLF
122500	0.0392156862745098	98	0.9999998979591941	0.49484536082474234	b'QWH-50-60-1'	0.02589273452758789	GreedyLF
122500	0.0392156862745098	98	0.9999998979591941	0.49484536082474234	b'QWH-50-70-1'	0.025037288665771484	GreedyLF
156	0.05063291139240506	3	3.291658332018967	0.0	b'4-Insertions_3'	5.91278076171875e-05	WP
122500	0.0392156862745098	98	0.9999998979591941	0.49484536082474234	b'QWH-50-80-1'	0.025379419326782227	GreedyLF
212400	0.03278688524590164	118	0.9999999152542445	0.49572649572649574	b'QWH-60-30-1'	0.05024075508117676	GreedyLF
212400	0.03278688524590164	118	0.9999999152542445	0.49572649572649574	b'QWH-60-40-1'	0.05102276802062988	GreedyLF
212400	0.03278688524590164	118	0.9999999152542445	0.49572649572649574	b'QWH-60-50-1'	0.05102825164794922	GreedyLF
212400	0.03278688524590164	118	0.9999999152542445	0.49572649572649574	b'QWH-60-60-1'	0.04829692840576172	GreedyLF
212400	0.03278688524590164	118	0.9999999152542445	0.49572649572649574	b'QWH-60-70-1'	0.04967379570007324	GreedyLF
212400	0.03278688524590164	118	0.9999999152542445	0.49572649572649574	b'QWH-60-80-1'	0.04567074775695801	GreedyLF
338100	0.028169014084507043	138	0.9999999275362371	0.49635036496350365	b'QWH-70-30-1'	0.0738832950592041	GreedyLF
338100	0.028169014084507043	138	0.9999999275362371	0.49635036496350365	b'QWH-70-40-1'	0.08088469505310059	GreedyLF
338100	0.028169014084507043	138	0.9999999275362371	0.49635036496350365	b'QWH-70-50-1'	0.0812673568725586	GreedyLF
1795	0.01594492560515212	4	10.452632409469652	0.0	b'4-Insertions_4'	0.0004341602325439453	WP
338100	0.028169014084507043	138	0.9999999275362371	0.49635036496350365	b'QWH-70-60-1'	0.09553337097167969	GreedyLF
338100	0.028169014084507043	138	0.9999999275362371	0.49635036496350365	b'QWH-70-70-1'	0.09293675422668457	GreedyLF
338100	0.028169014084507043	138	0.9999999275362371	0.49635036496350365	b'QWH-70-80-1'	0.07978439331054688	GreedyLF
5508	0.10526315789473684	34	0.9999997058824394	0.48484848484848486	b'qwhdec.order18.holes120.1'	0.0008387565612792969	GreedyDSatur
26100	0.06451612903225806	58	0.9999998275862366	0.4912280701754386	b'qwhdec.order30.holes316.1'	0.004744291305541992	GreedyLF
26100	0.06451612903225806	58	0.9999998275862366	0.4912280701754386	b'qwhdec.order30.holes320.1'	0.0051844120025634766	GreedyLF
34848	0.058823529411764705	64	0.9999998437500244	0.492063492063492	b'qwhdec.order33.holes381.bal.1'	0.00927424430847168	GreedyDSatur
41650	0.05555555555555555	68	0.9999998529411981	0.4925373134328358	b'qwhdec.order35.holes405.1'	0.009319067001342773	GreedyDSatur
62400	0.04878048780487805	78	0.9999998717948881	0.4935064935064935	b'qwhdec.order40.holes528.1'	0.01381683349609375	GreedyLF
100	0.3333333333333333	8	0.9999987500015626	0.42857142857142855	b'qwhdec.order5.holes10.1'	3.6716461181640625e-05	GreedyDSatur
792	0.06722689075630252	4	2.6249974479191476	0.039801305137439597	b'5-FullIns_3'	0.00016927719116210938	WP
122500	0.0392156862745098	98	0.9999998979591941	0.49484536082474234	b'qwhdec.order50.holes750.bal.1'	0.028011798858642578	GreedyLF
122500	0.0392156862745098	98	0.9999998979591941	0.49484536082474234	b'qwhdec.order50.holes825.bal.1'	0.03375434875488281	GreedyLF
212400	0.03278688524590164	118	0.9999999152542445	0.49572649572649574	b'qwhdec.order60.holes1080.bal.1'	0.050530195236206055	GreedyLF
212400	0.03278688524590164	118	0.9999999152542445	0.49572649572649574	b'qwhdec.order60.holes1152.bal.1'	0.05992412567138672	GreedyLF
212400	0.03278688524590164	118	0.9999999152542445	0.49572649572649574	b'qwhdec.order60.holes1440.1'	0.06439447402954102	GreedyLF
212400	0.03278688524590164	118	0.9999999152542445	0.49572649572649574	b'qwhdec.order60.holes1620.1'	0.059679269790649414	GreedyLF
338100	0.028169014084507043	138	0.9999999275362371	0.49635036496350365	b'qwhdec.order70.holes2450.1'	0.0700690746307373	GreedyLF
338100	0.028169014084507043	138	0.9999999275362371	0.49635036496350365	b'qwhdec.order70.holes2940.1'	0.06157708168029785	GreedyLF
1280	0.12432012432012432	13	1.2937492722660344	0.47993554654451415	b'r01'	0.0002474784851074219	GreedyDSatur
1246	0.12446309060033962	11	1.3105931536748483	0.48021822900417727	b'r02'	0.00024127960205078125	WP
11395	0.01937694492152295	6	7.6173724155993545	0.008712098485363771	b'5-FullIns_4'	0.0018224716186523438	WP
1188	0.12386612449171099	12	1.3455379333763773	0.47891920063705046	b'r03'	0.000240325927734375	WP
1406	0.12415011037527594	12	1.2350633481701083	0.47891245857895265	b'r04'	0.00027179718017578125	GreedyDSatur
1266	0.12646089301768054	12	1.289888692084541	0.48602697812695655	b'r05'	0.0002448558807373047	GreedyDSatur
1381	0.12695348409634125	11	1.3396082611802222	0.4866550943509484	b'r06'	0.00026106834411621094	WP
1253	0.12695035460992907	10	1.4066233107187278	0.48595054889617884	b'r07'	0.00024318695068359375	WP
1191	0.12599174865122184	9	1.3324929307975464	0.4839500840867401	b'r08'	0.00024056434631347656	WP
1027	0.12439437984496124	11	1.4444976322288483	0.48132512456296994	b'r09'	0.00022172927856445312	WP
1409	0.12608501118568233	11	1.2242718820412268	0.4844266458627745	b'r10'	0.0002727508544921875	GreedyDSatur
14378	0.028784784784784783	10	1.7039916177522543	0.6193916740779764	b'r1000.1'	0.002714395523071289	WP
485090	0.9711511511511511	943	1.0214599247411829	0.9706902207929573	b'r1000.1c'	0.09217453002929688	GreedyLF
53356	0.04404687017582094	0	2.2031914470379075	0.4402306663308148	b'abb313GPIA'	0.007953643798828125	GreedyLF
238267	0.477011011011011	193	1.6389176503897382	0.7664406281246444	b'r1000.5'	0.051549673080444336	GreedyLF
509	0.10282828282828282	3	1.96463461234321	0.09592925538513773	b'R100_1g'	0.0001246929168701172	WP
509	0.10282828282828282	3	1.96463461234321	0.09592925538513773	b'R100_1gb'	0.0001266002655029297	WP
2456	0.49616161616161614	39	1.2418564247034967	0.4938574892586331	b'R100_5g'	0.0003879070281982422	GreedyDSatur
2456	0.49616161616161614	39	1.2418564247034967	0.4938574892586331	b'R100_5gb'	0.00035071372985839844	GreedyDSatur
4438	0.8965656565656566	82	1.0815681521441918	0.8966881590387348	b'R100_9g'	0.0006861686706542969	GreedyDSatur
4438	0.8965656565656566	82	1.0815681521441918	0.8966881590387348	b'R100_9gb'	0.0005824565887451172	GreedyDSatur
2247	0.10437569676700112	14	1.2033817305220296	0.4822914269104582	b'r11'	0.0004074573516845703	GreedyDSatur
2055	0.10430942591746611	13	1.2104617010173273	0.48214731080071377	b'r12'	0.0003707408905029297	GreedyDSatur
209	0.02696774193548387	0	2.3923373434888053	0.5329333333333333	b'r125.1'	0.000102996826171875	WP
493	0.05215275573891886	1	9.937105767539595	0.6533311186357881	b'anna'	0.0001430511474609375	WP
7501	0.9678709677419355	113	1.0331954878353313	0.967417031390341	b'r125.1c'	0.0009768009185791016	GreedyDSatur
3838	0.4952258064516129	23	1.6121675331931453	0.7687175371584	b'r125.5'	0.0005679130554199219	GreedyDSatur
2449	0.10449735449735449	17	1.1962020016826573	0.48282497768010696	b'r13'	0.00042748451232910156	GreedyDSatur
2387	0.10473432495283226	15	1.21030528067589	0.4830890916720792	b'r14'	0.0004353523254394531	GreedyDSatur
2055	0.10536840486079065	13	1.3489044596518662	0.4848246281820277	b'r15'	0.0003726482391357422	WP
1861	0.10587097508248948	12	1.4142926762841936	0.4866072604599489	b'r16'	0.00039577484130859375	GreedyLF
2392	0.10594383913544159	14	1.246654963341331	0.48702125782461253	b'r17'	0.00043702125549316406	GreedyDSatur
2079	0.10447236180904522	14	1.250600649061737	0.48264134532664954	b'r18'	0.0003857612609863281	GreedyDSatur
1803	0.10593419506462985	11	1.23128056631474	0.4865012101813825	b'r19'	0.00033974647521972656	GreedyDSatur
2447	0.10441201570233828	16	1.2858596668746471	0.48192460960402056	b'r20'	0.0004725456237792969	GreedyDSatur
4181	0.019109561179390378	1	1.8208548129563666	0.04099847946799491	b'ash331GPIA'	0.0009067058563232422	GreedyDSatur
3554	0.09034062023385867	17	1.2650529607767558	0.48510464037210355	b'r21'	0.0006196498870849609	WP
3684	0.0910303928836175	17	1.3151460710957787	0.4881215033236639	b'r22'	0.0007381439208984375	GreedyDSatur
3732	0.0903019744483159	20	1.273311405796242	0.4850322364690391	b'r23'	0.0006546974182128906	GreedyDSatur
3284	0.0911058092437441	14	1.2696401620992637	0.48716638881568936	b'r24'	0.0005803108215332031	GreedyDSatur
3177	0.09014044545325578	17	1.2559012683825348	0.4845722598274835	b'r25'	0.0005919933319091797	GreedyDSatur
867	0.027855421686746987	1	1.8742764211700964	0.5839773337773339	b'r250.1'	0.0002760887145996094	WP
30227	0.97114859437751	234	1.0297084961413432	0.9706307301387423	b'r250.1c'	0.0033957958221435547	GreedyDSatur
14849	0.4770763052208835	53	1.6078522452814796	0.7674720136662366	b'r250.5'	0.002064228057861328	GreedyDSatur
3629	0.09030508137162196	19	1.2912643059808997	0.4851186977403482	b'r26'	0.0006337165832519531	GreedyDSatur
3019	0.0903594624524857	15	1.2868493983206457	0.4849969033344727	b'r27'	0.0005373954772949219	GreedyDSatur
7844	0.010618366904916613	1	1.5502282731529957	0.036705496388693595	b'ash608GPIA'	0.001674652099609375	GreedyDSatur
3765	0.09110046457607433	17	1.3003979090111584	0.4877298216423865	b'r28'	0.0006551742553710938	GreedyDSatur
3553	0.09031520081342145	18	1.2654090126935933	0.48538133558502505	b'r29'	0.0006201267242431641	GreedyDSatur
4122	0.09129568106312293	20	1.2413872226376104	0.4883950705373503	b'r30'	0.0007164478302001953	GreedyDSatur
108	0.08816326530612245	0	1.8518475651676733	0.08900000000000001	b'R50_1g'	0.00012540817260742188	GreedyLF
108	0.08816326530612245	0	1.8518475651676733	0.08900000000000001	b'R50_1gb'	4.744529724121094e-05	WP
612	0.4995918367346939	18	1.4705876345638749	0.49552520576552017	b'R50_5g'	0.00010895729064941406	GreedyDSatur
612	0.4995918367346939	18	1.4705876345638749	0.49552520576552017	b'R50_5gb'	0.00010585784912109375	GreedyDSatur
1092	0.8914285714285715	40	1.076007079668709	0.8908817740904803	b'R50_9g'	0.00016164779663085938	GreedyDSatur
1092	0.8914285714285715	40	1.076007079668709	0.8908817740904803	b'R50_9gb'	0.0001628398895263672	GreedyDSatur
251	0.10393374741200828	2	1.6733044396153232	0.09857039785611214	b'R75_1g'	7.891654968261719e-05	WP
3247	0.08195149037126777	8	4.125344682249461	0.016686395439387613	b'1-FullIns_5'	0.0005092620849609375	WP
12506	0.006816856266045995	1	1.8384761224531223	0.037053323315421494	b'ash958GPIA'	0.0028371810913085938	WP
251	0.10393374741200828	2	1.6733044396153232	0.09857039785611214	b'R75_1gb'	7.390975952148438e-05	WP
1407	0.5070270270270271	28	1.2793173562587001	0.5066741434269154	b'R75_5g'	0.00021195411682128906	GreedyDSatur
1407	0.5070270270270271	28	1.2793173562587001	0.5066741434269154	b'R75_5gb'	0.00021600723266601562	GreedyDSatur
2513	0.9055855855855856	61	1.0594904905256928	0.9053871983593664	b'R75_9g'	0.0003802776336669922	GreedyLF
2513	0.9055855855855856	61	1.0594904905256928	0.9053871983593664	b'R75_9gb'	0.00037407875061035156	GreedyLF
491656	0.27109993603740706	448	1.1391501154254096	0.27118680554703406	b'random_0001'	0.09592056274414062	GreedyLF
5006736	0.4570883933413307	2009	1.058352582446779	0.45708965558297876	b'random_0002'	1.2584712505340576	GreedyLF
4984312	0.3673187812766108	1794	1.0745474946207296	0.3673167237977621	b'random_0003'	1.8225736618041992	GreedyLF
15055637	0.9923444082324916	5443	1.0040555555599069	0.9923443707270849	b'random_0004'	4.250863790512085	GreedyLF
6337372	0.4336174842479922	2215	1.056252650380033	0.4336273976761634	b'random_0005'	1.7887187004089355	GreedyLF
86526	0.09133226934184527	66	4.105886921052268	0.1690469030887031	b'barabasi_0001'	0.011759042739868164	GreedyLF
39085385	0.813192733621823	7826	1.0178686342759318	0.8131918972907702	b'random_0006'	10.64432692527771	GreedyLF
5524033	0.6774014036742553	2628	1.0397218805540835	0.6773979617675545	b'random_0007'	1.9761817455291748	GreedyLF
149319	0.39866771682975344	297	1.1367340732119924	0.3985927037086989	b'random_0008'	0.02444934844970703	GreedyLF
26448304	0.7162879787984662	5970	1.026472092724452	0.716288433424379	b'random_0009'	8.88925576210022	GreedyLF
499041	0.43686773187104094	593	1.0967916297623947	0.43691815302447196	b'random_0010'	0.09137797355651855	GreedyLF
19095	0.2583198051948052	1	2.842890522515619	0.5537968198797589	b'school1'	0.0038399696350097656	GreedyDSatur
14612	0.23653198653198654	1	2.7944152122795805	0.5230732648629929	b'school1_nsh'	0.0023016929626464844	GreedyDSatur
110871	0.03956106772171411	14	3.0755739876541566	0.5962953045674853	b'wap01a'	0.019776344299316406	GreedyLF
111742	0.03682487832914142	14	3.241466593269599	0.6219685350223978	b'wap02a'	0.019404888153076172	GreedyLF
